,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,lnN,shapes,syst_type,direction,variation_alias
0,data_obs,VR_fail,default,black,DATA,1.0,nominal,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_Data_Run2.root,MXvsMY_VR_fail__nominal,Data_Run2,Data,,,,,,
1,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,lumi_13TeV_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,1.01,,lnN,,
2,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_pileup_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__Pileup_up,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,Pileup
3,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_pileup_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__Pileup_down,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,Pileup
4,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_res_j_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV_JER_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,JER
5,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_res_j_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV_JER_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,JER
6,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_scale_j_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV_JES_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,JES
7,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_scale_j_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV_JES_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,JES
8,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_scale_jm_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV_JMS_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,JMS
9,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_scale_jm_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV_JMS_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,JMS
10,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_res_jm_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV_JMR_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,JMR
11,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_res_jm_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV_JMR_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,JMR
12,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,lumi_correlated,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,1.016,,lnN,,
13,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_l1_ecal_prefiring_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__L1PreFireWeight_up,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,L1PreFireWeight
14,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_l1_ecal_prefiring_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__L1PreFireWeight_down,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,L1PreFireWeight
15,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_bbww_TriggerWeight_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__TriggerEff16_up,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,TriggerEff16
16,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_bbww_TriggerWeight_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__TriggerEff16_down,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,TriggerEff16
17,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetHbb_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__PNetMD_Hbb_tag_up,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,PNetMD_Hbb_tag
18,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetHbb_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__PNetMD_Hbb_tag_down,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,PNetMD_Hbb_tag
19,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetWqq_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__PNet_W_tag_up,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Up,PNet_W_tag
20,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetWqq_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__PNet_W_tag_down,NMSSM-XHY-1800-1200_16APV,NMSSM,,,1.0,shapes,Down,PNet_W_tag
21,NMSSM-XHY-1800-1200_16APV,VR_fail,default,black,SIGNAL,1.0,nominal,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16APV.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16APV,NMSSM,,,,,,
22,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,lumi_13TeV_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,1.01,,lnN,,
23,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_pileup_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__Pileup_up,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,Pileup
24,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_pileup_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__Pileup_down,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,Pileup
25,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_res_j_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16_JER_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,JER
26,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_res_j_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16_JER_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,JER
27,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_scale_j_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16_JES_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,JES
28,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_scale_j_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16_JES_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,JES
29,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_scale_jm_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16_JMS_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,JMS
30,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_scale_jm_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16_JMS_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,JMS
31,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_res_jm_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16_JMR_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,JMR
32,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_res_jm_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16_JMR_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,JMR
33,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,lumi_correlated,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,1.016,,lnN,,
34,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_l1_ecal_prefiring_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__L1PreFireWeight_up,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,L1PreFireWeight
35,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_l1_ecal_prefiring_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__L1PreFireWeight_down,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,L1PreFireWeight
36,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_bbww_TriggerWeight_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__TriggerEff16_up,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,TriggerEff16
37,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_bbww_TriggerWeight_2016,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__TriggerEff16_down,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,TriggerEff16
38,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetHbb_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__PNetMD_Hbb_tag_up,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,PNetMD_Hbb_tag
39,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetHbb_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__PNetMD_Hbb_tag_down,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,PNetMD_Hbb_tag
40,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetWqq_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__PNet_W_tag_up,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Up,PNet_W_tag
41,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetWqq_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__PNet_W_tag_down,NMSSM-XHY-1800-1200_16,NMSSM,,,1.0,shapes,Down,PNet_W_tag
42,NMSSM-XHY-1800-1200_16,VR_fail,default,black,SIGNAL,1.0,nominal,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_16.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_16,NMSSM,,,,,,
43,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,lumi_13TeV_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,1.02,,lnN,,
44,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_pileup_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__Pileup_up,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,Pileup
45,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_pileup_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__Pileup_down,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,Pileup
46,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_res_j_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17_JER_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,JER
47,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_res_j_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17_JER_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,JER
48,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_scale_j_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17_JES_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,JES
49,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_scale_j_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17_JES_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,JES
50,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_scale_jm_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17_JMS_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,JMS
51,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_scale_jm_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17_JMS_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,JMS
52,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_res_jm_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17_JMR_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,JMR
53,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_res_jm_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17_JMR_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,JMR
54,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,lumi_correlated,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,1.016,,lnN,,
55,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_l1_ecal_prefiring_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__L1PreFireWeight_up,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,L1PreFireWeight
56,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_l1_ecal_prefiring_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__L1PreFireWeight_down,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,L1PreFireWeight
57,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_bbww_TriggerWeight_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__TriggerEff17_up,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,TriggerEff17
58,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_bbww_TriggerWeight_2017,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__TriggerEff17_down,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,TriggerEff17
59,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetHbb_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__PNetMD_Hbb_tag_up,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,PNetMD_Hbb_tag
60,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetHbb_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__PNetMD_Hbb_tag_down,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,PNetMD_Hbb_tag
61,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetWqq_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__PNet_W_tag_up,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Up,PNet_W_tag
62,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,CMS_bbWW_PNetWqq_tag,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__PNet_W_tag_down,NMSSM-XHY-1800-1200_17,NMSSM,,,1.0,shapes,Down,PNet_W_tag
63,NMSSM-XHY-1800-1200_17,VR_fail,default,black,SIGNAL,1.0,nominal,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_17.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_17,NMSSM,,,,,,
64,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,lumi_13TeV_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,1.015,,lnN,,
65,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_pileup_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18.root,MXvsMY_VR_fail__Pileup_up,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Up,Pileup
66,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_pileup_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18.root,MXvsMY_VR_fail__Pileup_down,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Down,Pileup
67,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_res_j_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18_JER_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Up,JER
68,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_res_j_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18_JER_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Down,JER
69,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_scale_j_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18_JES_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Up,JES
70,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_scale_j_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18_JES_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Down,JES
71,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_scale_jm_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18_JMS_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Up,JMS
72,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_scale_jm_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18_JMS_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Down,JMS
73,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_res_jm_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18_JMR_up.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Up,JMR
74,NMSSM-XHY-1800-1200_18,VR_fail,default,black,SIGNAL,1.0,CMS_res_jm_2018,root://cmseos.fnal.gov//store/user/ammitra/XHYbbWW/selection/XHYbbWWselection_NMSSM-XHY-1800-1200_18_JMR_down.root,MXvsMY_VR_fail__nominal,NMSSM-XHY-1800-1200_18,NMSSM,,,1.0,shapes,Down,JMR
