,MX,MY,Limit (fb)
0,3500.0,600.0,0.26911497116088867
1,3500.0,900.0,0.09067826718091965
2,3500.0,1200.0,0.11395969986915588
3,3500.0,1600.0,0.10180774331092834
4,3500.0,2200.0,0.1295022964477539
5,3500.0,2800.0,0.2075149565935135
6,3000.0,400.0,3.601086378097534
7,3000.0,600.0,0.2495223879814148
8,3000.0,900.0,0.17289519309997559
9,3000.0,1600.0,0.18024444580078125
10,3000.0,2200.0,0.24016661942005157
11,3000.0,2600.0,0.8052059412002563
12,2800.0,350.0,10.524463653564453
13,2800.0,600.0,0.3680970072746277
14,2800.0,1000.0,0.5342549085617065
15,2800.0,1400.0,0.4989635646343231
16,2800.0,2200.0,0.35355204343795776
17,1800.0,1200.0,1.0815982520580292
18,4000.0,300.0,91.17800903320312
19,4000.0,500.0,1.6443251371383667
20,4000.0,700.0,0.22494792938232422
21,4000.0,900.0,0.09568677097558975
22,4000.0,1100.0,0.1297648400068283
23,4000.0,1300.0,0.12229728698730469
24,4000.0,1600.0,0.11052823066711426
25,4000.0,2000.0,0.15200787782669067
26,4000.0,2400.0,0.13767166435718536
27,4000.0,2600.0,0.14441432058811188
28,3500.0,300.0,40.71044921875
29,3500.0,400.0,4.039440155029297
30,3500.0,500.0,0.9250404238700867
31,3500.0,800.0,0.09380951523780823
32,3500.0,1100.0,0.11886462569236755
33,3500.0,1400.0,0.1275150328874588
34,3500.0,2000.0,0.1422722339630127
35,3500.0,2500.0,0.14362096786499023
36,3000.0,300.0,31.06481170654297
37,3000.0,450.0,1.6479493379592896
38,3000.0,700.0,0.18391075730323792
39,3000.0,1000.0,0.2434646487236023
40,3000.0,1300.0,0.21900634467601776
41,3000.0,1800.0,0.19345131516456604
42,3000.0,2400.0,0.32188305258750916
43,3000.0,2800.0,179.06170654296875
44,2800.0,400.0,4.369876384735107
45,2800.0,700.0,0.3030256927013397
46,2800.0,1100.0,0.45596790313720703
47,2800.0,1600.0,0.3699406385421753
48,2800.0,2400.0,0.8783401250839233
49,4000.0,350.0,19.86553382873535
50,4000.0,450.0,3.2029449939727783
