,MX,MY,Limit (fb)
0,3500.0,600.0,0.17085571587085724
1,3500.0,900.0,0.0582733154296875
2,3500.0,1200.0,0.07666626572608948
3,3500.0,1600.0,0.06754761189222336
4,3500.0,2200.0,0.08848267048597336
5,3500.0,2800.0,0.14106445014476776
6,3000.0,400.0,2.3707029819488525
7,3000.0,600.0,0.15996092557907104
8,3000.0,900.0,0.112152099609375
9,3000.0,1600.0,0.11997070163488388
10,3000.0,2200.0,0.16621704399585724
11,3000.0,2600.0,0.5572754144668579
12,2800.0,350.0,7.340625286102295
13,2800.0,600.0,0.26439207792282104
14,2800.0,1000.0,0.3891235291957855
15,2800.0,1400.0,0.3587402403354645
16,2800.0,2200.0,0.24422606825828552
17,1800.0,1200.0,0.7844237983226776
18,4000.0,300.0,59.14453125
19,4000.0,500.0,1.0466796159744263
20,4000.0,700.0,0.1431884765625
21,4000.0,900.0,0.060150146484375
22,4000.0,1100.0,0.08514404296875
23,4000.0,1300.0,0.08056640625
24,4000.0,1600.0,0.0710296630859375
25,4000.0,2000.0,0.10085449367761612
26,4000.0,2400.0,0.09033203125
27,4000.0,2600.0,0.09552001953125
28,3500.0,300.0,27.096874237060547
29,3500.0,400.0,2.60498046875
30,3500.0,500.0,0.601513683795929
31,3500.0,800.0,0.06064453348517418
32,3500.0,1100.0,0.08098144084215164
33,3500.0,1400.0,0.08668212592601776
34,3500.0,2000.0,0.09735107421875
35,3500.0,2500.0,0.0981292724609375
36,3000.0,300.0,20.744529724121094
37,3000.0,450.0,1.0968750715255737
38,3000.0,700.0,0.12202148884534836
39,3000.0,1000.0,0.16801756620407104
40,3000.0,1300.0,0.150390625
41,3000.0,1800.0,0.12945556640625
42,3000.0,2400.0,0.22277221083641052
43,3000.0,2800.0,148.6925811767578
44,2800.0,400.0,3.0767579078674316
45,2800.0,700.0,0.21571655571460724
46,2800.0,1100.0,0.3306884765625
47,2800.0,1600.0,0.26002195477485657
48,2800.0,2400.0,0.606738269329071
49,4000.0,350.0,12.13242244720459
50,4000.0,450.0,2.026171922683716
51,4000.0,600.0,0.3050781190395355
52,4000.0,800.0,0.07442627102136612
53,4000.0,1000.0,0.087890625
54,4000.0,1200.0,0.081787109375
55,4000.0,1400.0,0.09061889350414276
56,4000.0,1800.0,0.0692901611328125
57,4000.0,2200.0,0.09031066298484802
58,4000.0,2500.0,0.09246826171875
59,4000.0,2800.0,0.10856322944164276
60,3500.0,350.0,6.720703125
61,3500.0,450.0,1.145751953125
62,3500.0,700.0,0.08051758259534836
63,3500.0,1300.0,0.07634277641773224
64,3500.0,1800.0,0.06754761189222336
65,3500.0,2400.0,0.09347229450941086
66,3500.0,2600.0,0.10711059719324112
67,3000.0,800.0,0.10936889797449112
68,3000.0,1100.0,0.15374755859375
69,3000.0,2000.0,0.16816405951976776
70,3000.0,2500.0,0.29656982421875
71,2800.0,450.0,1.2687499523162842
72,2800.0,800.0,0.21462401747703552
73,2800.0,1200.0,0.31761473417282104
74,2800.0,1800.0,0.27685546875
75,2800.0,500.0,0.7177734375
76,2800.0,900.0,0.2409668117761612
77,2800.0,1300.0,0.31761473417282104
78,2800.0,2000.0,0.23518066108226776
79,2800.0,2500.0,24.225000381469727
80,2800.0,2600.0,262.734375
81,2600.0,300.0,30.28125
82,2600.0,350.0,6.423047065734863
83,2600.0,400.0,2.431445360183716
84,2600.0,450.0,0.94873046875
85,2600.0,500.0,0.51708984375
86,2600.0,600.0,0.2518371343612671
87,2600.0,700.0,0.22225342690944672
88,2600.0,800.0,0.22398681938648224
89,2600.0,900.0,0.2510986328125
90,2600.0,1000.0,0.3891235291957855
91,2600.0,1100.0,0.3276122808456421
92,2600.0,1200.0,0.3153076171875
93,2600.0,1300.0,0.3199218511581421
94,2600.0,1400.0,0.39067381620407104
95,2600.0,1600.0,0.27916258573532104
96,2600.0,1800.0,0.3146117925643921
97,2600.0,2000.0,0.2991943359375
98,2600.0,2200.0,0.5872558951377869
99,2600.0,2400.0,384.375
100,2500.0,300.0,29.914844512939453
101,2500.0,350.0,5.8173828125
102,2500.0,400.0,2.096630811691284
103,2500.0,450.0,0.7986328601837158
104,2500.0,500.0,0.43798828125
105,2500.0,600.0,0.2518371343612671
106,2500.0,700.0,0.22733764350414276
107,2500.0,800.0,0.23046875
108,2500.0,900.0,0.25626832246780396
109,2500.0,1000.0,0.39531248807907104
110,2500.0,1100.0,0.3337646722793579
111,2500.0,1200.0,0.32145994901657104
112,2500.0,1300.0,0.3276122808456421
113,2500.0,1400.0,0.4092773497104645
114,2500.0,1800.0,0.36040037870407104
115,2500.0,2000.0,0.39799806475639343
116,2500.0,2200.0,22.443750381469727
117,2400.0,300.0,28.209375381469727
118,2400.0,350.0,5.054296970367432
119,2400.0,400.0,1.7976562976837158
120,2400.0,450.0,0.67242431640625
121,2400.0,500.0,0.3662109375
122,2400.0,600.0,0.25848388671875
123,2400.0,700.0,0.23460082709789276
124,2400.0,900.0,0.26365357637405396
125,2400.0,1000.0,0.4046874940395355
126,2400.0,1100.0,0.34453123807907104
127,2400.0,1200.0,0.33331298828125
128,2400.0,1300.0,0.3429931402206421
129,2400.0,1400.0,0.4325317442417145
130,2400.0,1600.0,0.32316896319389343
131,2400.0,1800.0,0.4312988519668579
132,2400.0,2000.0,0.7542480826377869
133,2400.0,2200.0,390.625
134,2200.0,300.0,22.65625
135,2200.0,350.0,3.992431640625
136,2200.0,400.0,1.35400390625
137,2200.0,450.0,0.4857177436351776
138,2200.0,500.0,0.32666015625
139,2200.0,700.0,0.2694641053676605
140,2200.0,800.0,0.2694641053676605
141,2200.0,900.0,0.29541015625
142,2200.0,1000.0,0.45509031414985657
143,2200.0,1100.0,0.3890624940395355
144,2200.0,1200.0,0.38749998807907104
145,2200.0,1300.0,0.40937501192092896
146,2200.0,1400.0,0.5296875238418579
147,2200.0,1600.0,0.44975587725639343
148,2200.0,1800.0,1.1727783679962158
149,2000.0,300.0,21.609375
150,2000.0,350.0,3.9230470657348633
151,2000.0,400.0,1.236328125
152,2000.0,450.0,0.53173828125
153,2000.0,500.0,0.45344239473342896
154,2000.0,600.0,0.45166015625
155,2000.0,700.0,0.41401365399360657
156,2000.0,800.0,0.4165283441543579
157,2000.0,900.0,0.4541015625
158,2000.0,1000.0,0.670825183391571
159,2000.0,1100.0,0.628125011920929
160,2000.0,1200.0,0.651928722858429
161,2000.0,1300.0,0.71875
162,2000.0,1600.0,1.21875
163,1800.0,300.0,18.55810523033142
164,1800.0,350.0,2.629150152206421
165,1800.0,400.0,0.8971252292394638
166,1800.0,450.0,0.5324096605181694
167,1800.0,500.0,0.5152587592601776
168,1800.0,600.0,0.509490966796875
169,1800.0,700.0,0.5229492485523224
170,1800.0,800.0,0.514984130859375
171,1800.0,900.0,0.4978179931640625
172,1800.0,1000.0,0.76171875
173,1800.0,1100.0,0.7094421982765198
174,1800.0,1300.0,1.0458984971046448
175,1800.0,1400.0,1.76513671875
176,1800.0,1600.0,886.5000152587891
177,1600.0,300.0,14.4580078125
178,1600.0,350.0,2.1610108017921448
179,1600.0,400.0,1.0231933742761612
180,1600.0,450.0,0.8359374850988388
181,1600.0,500.0,0.7929687201976776
182,1600.0,600.0,0.7867736369371414
183,1600.0,700.0,0.8164062350988388
184,1600.0,800.0,0.7906494289636612
185,1600.0,900.0,0.7959595322608948
186,1600.0,1000.0,1.2187500298023224
187,1600.0,1100.0,1.395263671875
188,1600.0,1200.0,2.7595213055610657
189,1600.0,1300.0,97.294921875
190,1600.0,1400.0,1014.84375
191,1400.0,350.0,1.8203124403953552
192,1400.0,400.0,1.23046875
193,1400.0,450.0,1.1679687350988388
