,MX,MY,Limit (fb)
0,3500.0,600.0,1.4257285594940186
1,3500.0,900.0,0.47602251172065735
2,3500.0,1200.0,0.5382972359657288
3,3500.0,1600.0,0.5104199051856995
4,3500.0,2200.0,0.5906135439872742
5,3500.0,2800.0,0.9428757429122925
6,3000.0,400.0,16.79346466064453
7,3000.0,600.0,1.2886658906936646
8,3000.0,900.0,0.8762778639793396
9,3000.0,1600.0,0.8464108109474182
10,3000.0,2200.0,0.9831752777099609
11,3000.0,2600.0,3.2962889671325684
12,2800.0,350.0,41.134605407714844
13,2800.0,600.0,1.389430284500122
14,2800.0,1000.0,1.8065744638442993
15,2800.0,1400.0,1.7318137884140015
16,2800.0,2200.0,1.3925776481628418
17,1800.0,1200.0,3.582286536693573
18,4000.0,300.0,468.3204345703125
19,4000.0,500.0,8.829821586608887
20,4000.0,700.0,1.2079919576644897
21,4000.0,900.0,0.5187579393386841
22,4000.0,1100.0,0.6607069373130798
23,4000.0,1300.0,0.6251850128173828
24,4000.0,1600.0,0.5802502632141113
25,4000.0,2000.0,0.7671937942504883
26,4000.0,2400.0,0.7009650468826294
27,4000.0,2600.0,0.7412536144256592
28,3500.0,300.0,186.86865234375
29,3500.0,400.0,20.838645935058594
30,3500.0,500.0,4.81203031539917
31,3500.0,800.0,0.4902220666408539
32,3500.0,1100.0,0.5631245970726013
33,3500.0,1400.0,0.5818025469779968
34,3500.0,2000.0,0.6237941384315491
35,3500.0,2500.0,0.6547309756278992
36,3000.0,300.0,134.6358184814453
37,3000.0,450.0,7.6205644607543945
38,3000.0,700.0,0.8970621228218079
39,3000.0,1000.0,1.0488989353179932
40,3000.0,1300.0,0.9555670619010925
41,3000.0,1800.0,0.890829861164093
42,3000.0,2400.0,1.312135934829712
43,3000.0,2800.0,431.3417663574219
44,2800.0,400.0,16.61057472229004
45,2800.0,700.0,1.1652710437774658
46,2800.0,1100.0,1.5658552646636963
47,2800.0,1600.0,1.3474494218826294
48,2800.0,2400.0,3.459623098373413
49,4000.0,350.0,108.20940399169922
50,4000.0,450.0,17.281036376953125
51,4000.0,600.0,2.690908670425415
52,4000.0,800.0,0.6348009705543518
53,4000.0,1000.0,0.6820060014724731
54,4000.0,1200.0,0.6346575021743774
55,4000.0,1400.0,0.6961858868598938
56,4000.0,1800.0,0.5660284161567688
57,4000.0,2200.0,0.6938464045524597
58,4000.0,2500.0,0.7175566554069519
59,4000.0,2800.0,0.859700083732605
60,3500.0,350.0,50.098358154296875
61,3500.0,450.0,9.358831405639648
62,3500.0,700.0,0.6441300511360168
63,3500.0,1300.0,0.5360259413719177
64,3500.0,1800.0,0.5104199051856995
65,3500.0,2400.0,0.6236590147018433
66,3500.0,2600.0,0.7149532437324524
67,3000.0,800.0,0.8429762721061707
68,3000.0,1100.0,0.981353759765625
69,3000.0,2000.0,1.023036003112793
70,3000.0,2500.0,1.7542130947113037
71,2800.0,450.0,7.248847007751465
72,2800.0,800.0,1.1691944599151611
73,2800.0,1200.0,1.5039494037628174
74,2800.0,1800.0,1.4060070514678955
75,2800.0,500.0,3.8450019359588623
76,2800.0,900.0,1.2643762826919556
77,2800.0,1300.0,1.5039494037628174
78,2800.0,2000.0,1.3261332511901855
79,2800.0,2500.0,139.34396362304688
80,2800.0,2600.0,512.4630737304688
81,2600.0,300.0,158.88865661621094
82,2600.0,350.0,36.308837890625
83,2600.0,400.0,13.32021713256836
84,2600.0,450.0,5.466617584228516
85,2600.0,500.0,2.769970655441284
86,2600.0,600.0,1.3242647647857666
87,2600.0,700.0,1.2113621234893799
88,2600.0,800.0,1.2201995849609375
89,2600.0,900.0,1.3135323524475098
90,2600.0,1000.0,1.8050477504730225
91,2600.0,1100.0,1.5564401149749756
92,2600.0,1200.0,1.4930248260498047
93,2600.0,1300.0,1.51487398147583
94,2600.0,1400.0,1.8281669616699219
95,2600.0,1600.0,1.4060070514678955
96,2600.0,1800.0,1.5768367052078247
97,2600.0,2000.0,1.7060068845748901
98,2600.0,2200.0,3.3850021362304688
99,2600.0,2400.0,892.3510131835938
100,2500.0,300.0,160.56834411621094
101,2500.0,350.0,33.525917053222656
102,2500.0,400.0,11.635599136352539
103,2500.0,450.0,4.601749897003174
104,2500.0,500.0,2.346235752105713
105,2500.0,600.0,1.3242647647857666
106,2500.0,700.0,1.2335597276687622
107,2500.0,800.0,1.2555108070373535
108,2500.0,900.0,1.3335517644882202
109,2500.0,1000.0,1.8147525787353516
110,2500.0,1100.0,1.5764408111572266
111,2500.0,1200.0,1.5132384300231934
112,2500.0,1300.0,1.5421998500823975
113,2500.0,1400.0,1.883892297744751
114,2500.0,1800.0,1.7946943044662476
115,2500.0,2000.0,2.249458074569702
116,2500.0,2200.0,133.374755859375
117,2400.0,300.0,152.29470825195312
118,2400.0,350.0,29.66153335571289
119,2400.0,400.0,9.902774810791016
120,2400.0,450.0,3.9082236289978027
121,2400.0,500.0,1.9705427885055542
122,2400.0,600.0,1.3583816289901733
123,2400.0,700.0,1.267281174659729
124,2400.0,900.0,1.3710967302322388
