,MX,MY,Limit (fb)
0,3500.0,600.0,0.8639965057373047
1,3500.0,900.0,0.2872253656387329
2,3500.0,1200.0,0.31947967410087585
3,3500.0,1600.0,0.2979254424571991
4,3500.0,2200.0,0.35360202193260193
5,3500.0,2800.0,0.5662879347801208
6,3000.0,70.0,25.13640785217285
7,3000.0,150.0,292.9415283203125
8,3000.0,400.0,10.17161750793457
9,3000.0,600.0,0.7564199566841125
10,3000.0,900.0,0.5171836614608765
11,3000.0,1600.0,0.5095498561859131
12,3000.0,2200.0,0.6137195825576782
13,3000.0,2600.0,2.0576159954071045
14,2800.0,70.0,27.23697853088379
15,2800.0,100.0,29.743755340576172
16,2800.0,190.0,611.0628662109375
17,2800.0,350.0,26.144380569458008
18,2800.0,600.0,0.8871397972106934
19,2800.0,1000.0,1.2002065181732178
20,2800.0,1400.0,1.1421191692352295
21,2800.0,2200.0,0.8850961327552795
22,1800.0,1200.0,2.413255423307419
23,4000.0,60.0,114.91117095947266
24,4000.0,70.0,79.4919662475586
25,4000.0,80.0,70.72640228271484
26,4000.0,90.0,64.81883239746094
27,4000.0,100.0,64.48111724853516
28,4000.0,125.0,500.0809020996094
29,4000.0,300.0,278.9004211425781
30,4000.0,500.0,5.443337917327881
31,4000.0,700.0,0.7510154247283936
32,4000.0,900.0,0.3265867829322815
33,4000.0,1100.0,0.39347296953201294
34,4000.0,1300.0,0.3723185062408447
35,4000.0,1600.0,0.35315239429473877
36,4000.0,2000.0,0.44684669375419617
37,4000.0,2400.0,0.4174480438232422
38,4000.0,2600.0,0.4453219175338745
39,3500.0,60.0,50.64637756347656
40,3500.0,70.0,32.805908203125
41,3500.0,90.0,29.50536346435547
42,3500.0,125.0,224.26344299316406
43,3500.0,190.0,804.98193359375
44,3500.0,300.0,114.02468872070312
45,3500.0,400.0,12.301000595092773
46,3500.0,500.0,2.8657243251800537
47,3500.0,800.0,0.29451003670692444
48,3500.0,1100.0,0.3327632248401642
49,3500.0,1400.0,0.3496140241622925
50,3500.0,2000.0,0.3800874352455139
51,3500.0,2500.0,0.39031529426574707
52,3000.0,60.0,39.0504264831543
53,3000.0,90.0,24.48036766052246
54,3000.0,125.0,174.94204711914062
55,3000.0,300.0,83.64971923828125
56,3000.0,450.0,4.615692138671875
57,3000.0,700.0,0.5333049893379211
58,3000.0,1000.0,0.6439021825790405
